Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),GHI (Wh/m2),Class
1.600395683851032,-0.039793608465989075,-1.358191595581105,0.16422055509917116,-0.3521337351888468,0.6767235677258946,-0.3104558202009313,2.0899517497104747,2.4235584493671007,0.0,-1.1860220463468567,0.28200717540546405,0.0,0.6464583248109009,0.0,0.36004911599026695,0.11643716791903085,-1.3476620732133202,-0.052366496258311544,-0.35257371464878917,-0.36674216294407813,0.5162102146558105,Running
1.4169300854562366,-0.039793608465989075,-1.3332136934579497,0.16422055509917116,-0.4603237277698159,-1.5512870855793044,-0.7315016990328075,0.7810781532505062,1.2956404168763016,0.0,-0.03603633229592262,1.1229100018173763,0.0,0.6938338152719723,0.0,-0.401419060634558,0.11643716791903085,-1.2404857504480056,-0.052366496258311544,-0.30738874750397716,-0.36674216294407813,0.5274611398963733,Running
1.0358861503285837,-0.039793608465989075,-1.2416280523397143,0.16422055509917116,-0.7848937055127232,-1.5512870855793044,-1.1525475778646836,0.09345378517881148,0.30056890236856415,0.0,0.36995807024826544,0.15725126392637898,0.0,0.1943313614976315,0.0,-1.2644163274760258,0.11643716791903085,-1.1537239653522748,-0.052366496258311544,-0.2084121528058181,-0.36674216294407813,0.391561806069578,Monitoring
0.17500911170685038,-0.039793608465989075,-1.0751087048520136,0.16422055509917116,-1.0012736906746609,-1.5512870855793044,-1.1525475778646836,-0.6352928108048566,-0.039211614780419755,0.0,0.70851233571559,0.26941162665036433,0.0,-0.002894865095742325,0.0,-1.1375049647052218,0.11643716791903085,-0.9750967607434171,-0.052366496258311544,-0.09437390239272336,0.05196617290814027,0.10181347150259068,Monitoring
-0.5729660202103937,-0.039793608465989075,-0.8836114552411576,0.16422055509917116,-0.8930836980936918,-1.5512870855793044,-0.7315016990328075,-0.9943533377409493,-0.1477880958242679,0.0,0.20521941191056703,0.27720887111780723,0.0,-0.07164082136262323,0.0,-0.9344467842719351,0.11643716791903085,0.3263300156925455,-0.052366496258311544,-0.04918893524791137,0.05196617290814027,-0.31954108068097686,Monitoring
-1.3773921054798823,-0.039793608465989075,-1.0085009658569333,0.16422055509917116,-0.8930836980936918,-1.5512870855793044,-0.7315016990328075,-1.2768271650423257,-0.4632985760340383,0.0,0.3412940214316528,0.24362074110420717,0.0,-0.24723910665855126,0.0,-1.1375049647052218,0.11643716791903085,-0.0666498344469414,-0.052366496258311544,0.030422673531040778,0.05196617290814027,-0.4449666913397481,Inspecting
-1.4338430588321276,-0.039793608465989075,-0.9002633899899277,0.16422055509917116,-0.7848937055127232,-1.5512870855793044,-0.9420246384487457,-0.8825781544902824,-0.39815268740772947,0.0,-0.12139149988316897,0.34918343543266417,0.0,-0.19239682694002838,0.0,-1.340563145138508,0.11643716791903085,0.6121335430667177,-0.052366496258311544,0.015361017816105074,0.05196617290814027,-0.3986676535899334,Monitoring
-1.1939265070850866,-0.039793608465989075,-0.9418932268618528,0.16422055509917116,-0.6767037129317541,-1.5512870855793044,-0.9420246384487457,-0.5669857543738935,0.09235753283741992,0.0,0.4729894012724235,0.5309192103276777,0.0,-0.014481262219373943,0.0,-0.9344467842719351,0.11643716791903085,-0.2707952111427785,-0.052366496258311544,-0.040582274839376334,-0.36674216294407813,-0.009881569207994101,Monitoring
-0.33304946846335326,-0.039793608465989075,-0.7087661403790717,0.16422055509917116,-0.3521337351888468,0.6767235677258946,-0.3104558202009313,0.8060550769151613,0.6722836786480914,0.0,-0.42148816652153887,-0.0742669179530777,0.0,0.06894079707077365,0.0,0.6138718415318751,0.11643716791903085,-0.5514951040995547,-0.052366496258311544,-0.09867723259699211,0.05196617290814027,0.274278312361214,Monitoring
0.4431511401300131,-0.039793608465989075,-0.6921142056303017,0.16422055509917116,-0.568513720350785,-1.5512870855793044,-0.5209787596168697,1.4742222834580359,1.533231304807546,0.0,-0.5005531678406955,0.01750065154836498,0.0,0.18660709674854375,0.0,1.5022513809275038,0.11643716791903085,-0.9648894919086253,-0.052366496258311544,-0.11804221851619655,0.05196617290814027,0.5182827535159142,Running
1.0358861503285837,-0.039793608465989075,-0.9085893573643127,0.16422055509917116,-0.7848937055127232,-1.5512870855793044,-0.9420246384487457,1.6436789810281827,1.549837119555429,2.1173218273152155,-0.24058616954558373,0.23582349663676427,0.5436076436849048,0.22574337147725496,-0.5199050238150931,0.004697300232014987,0.11643716791903085,-1.204760309526234,-0.052366496258311544,-0.18474383668234737,-0.36674216294407813,0.6956328645447818,Running
1.3745918704420523,-0.039793608465989075,-1.391495465078645,0.16422055509917116,-0.6767037129317541,-1.5512870855793044,-0.7315016990328075,1.9700349173094505,1.7554937483561293,2.0065141306873557,-0.4327149189747117,0.27241056683015,0.48043285479992986,0.2481437392496094,-0.23062261258583328,-0.6552417861761661,0.11643716791903085,-1.3884911485524878,-0.052366496258311544,-0.2579004501548989,-0.36674216294407813,0.7120651369356032,Running
1.6145084221890933,-0.039793608465989075,1.3810516705915736,0.16422055509917116,-0.7848937055127232,-1.5512870855793044,-1.1525475778646836,1.385630101177878,1.2343266393456578,1.1245071384334409,0.04048075357286789,0.08587648764747895,-0.48695657370644363,0.2373297686008866,-1.2522611038249343,-1.0105936019344177,0.11643716791903085,-1.4038020518046754,-0.052366496258311544,-0.30308541729971084,-0.36674216294407813,0.7337157660991855,Running
1.5580574688368487,-0.039793608465989075,-1.374843530329875,0.16422055509917116,-0.568513720350785,-1.5512870855793044,-0.7315016990328075,0.4449246391781307,0.21115297680304215,-0.9379637575946529,0.4862863350290187,0.29160378398077846,-1.4015644850476283,0.16497915545109798,-1.0541272868881055,1.299193200494217,0.11643716791903085,-1.2506930192827974,-0.052366496258311544,-0.29663042199330775,-0.36674216294407813,0.600296076980015,Running
1.1346753186950125,-0.039793608465989075,-1.191672248093404,0.16422055509917116,-0.6767037129317541,-1.5512870855793044,-0.9420246384487457,-0.08980231773092331,0.39509430939497286,0.16844274089557978,0.5486306412051513,0.43255397243070665,-0.3110861130363362,0.10962192474930246,-0.3791349940198329,-0.807535421501131,0.11643716791903085,-1.1282057932652951,-0.052366496258311544,-0.2148671481122212,-0.36674216294407813,0.36709844559585525,Monitoring
