Solar Resource Report for King Abdullah City for Atomic and Renewable Energy
Princess Norah University Station
Selected Range: Feb 2013 to Jul 2016
Available Data within Range is Provided Below

Prepared By: King Abdullah City for Atomic and Renewable Energy
As part of the Renewable Resource Monitoring and Mapping (RRMM) Program

http://rratlas.kacare.gov.sa

Site,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),Wind Speed at 3m (std dev) Uncertainty (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv))
Riyadh - PNU,24.850656,46.718335,6/1/2014 12:00:00 AM,36.2,0.5,331,3.7,2.4,0,1.3,,2984.6,808.9,813,6304.1,1584.4,1620.9,7883.7,1617.4,326.4,13.3,0.1,11,3,933,4.7
Riyadh - PNU,24.850656,46.718335,7/1/2014 12:00:00 AM,37.7,0.5,305,4,2.6,0.1,1.3,,2584.8,606.6,731.2,6914.4,1537.8,1385.6,7903,1572.1,293.1,12.8,0.1,10.7,3,930.8,4.7
Riyadh - PNU,24.850656,46.718335,8/1/2014 12:00:00 AM,37.8,0.5,342,4,2.2,0,1.2,,2200.6,490.8,432.3,6928.5,1205,1253,7386.8,1302.1,482.2,13.3,0.1,14.1,3,931.5,4.7
Riyadh - PNU,24.850656,46.718335,9/1/2014 12:00:00 AM,35.1,0.5,42,4,1.9,0,1.1,,,,,,,,6525.1,430.9,350.8,11.2,0.1,15.5,3,935,4.7
Riyadh - PNU,24.850656,46.718335,10/1/2014 12:00:00 AM,30.6,0.5,100,4,2.2,0,1.1,,1751.4,145.8,397.3,6296.6,499.8,924.7,5756.5,453.6,393.8,12.5,0.1,24.9,3,940.3,4.7
Riyadh - PNU,24.850656,46.718335,11/1/2014 12:00:00 AM,21.2,0.5,80,4,2.2,0,1.2,,1769.5,194.5,561.9,4655.8,489,2265.4,4382.2,327.4,916.6,25.3,0.1,42,3,943.5,4.7
